instrument,alpha,alpha2,key,text_en,text_zh,label,label_zh,IPIP_item_number
6FPQ,0.87,,-1,Get upset easily.,我容易沮喪。,Calmness,冷靜,X95
6FPQ,0.81,,-1,Give up easily.,我容易放棄。,Resourcefulness,機智,"H1144, V200"
6FPQ,0.66,,1,Go my own way.,我走自己的路。,Reclusiveness,隱遁性,H400
6FPQ,0.82,,-1,Hang around doing nothing.,我閒逛無所事事。,Achievement-striving,成就追求,H627
6FPQ,0.73,,1,Have a lot of fun.,我玩得很開心。,Humor/Playfulness,幽默/玩樂性,H1094
6FPQ,0.85,,1,Have a natural talent for influencing people.,我有影響他人的天賦。,Extraversion,外向性,P432
6FPQ,0.82,,-1,Have a poor vocabulary.,我的詞彙量很少。,Comprehension,理解力,X28
6FPQ,0.82,,1,Have a rich vocabulary.,我的詞彙量很豐富。,Comprehension,理解力,"H1276, X245"
6FPQ,0.75,,-1,Have a slow pace to my life.,我的生活節奏很慢。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,P477
6FPQ,0.85,,1,Have a strong need for power.,我有強烈的權力需求。,Leadership,領導力,P445
6FPQ,0.7,,1,Have already gotten more than I deserve.,我已經得到比我應得的更多。,Docility,溫順,P455
6FPQ,0.81,,1,Have an eye for detail.,我對細節有敏銳的觀察。,Orderliness,條理性,H1356
6FPQ,0.75,,-1,Have extra time on my hands.,我手頭有額外的時間。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,P374
6FPQ,0.83,,-1,Have little to say.,我沒什麼話要說。,Exhibitionism,表現慾,H1039
6FPQ,0.61,,1,Have no sympathy for criminals.,我對罪犯沒有同情心。,Conservatism,保守性,E169
6FPQ,0.73,,1,Have time for play and relaxation.,我有時間玩樂和放鬆。,Humor/Playfulness,幽默/玩樂性,P450
6FPQ,0.75,,1,Have too many things to do.,我有太多事情要做。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,P448
6FPQ,0.73,,-1,Hold a grudge.,我會記仇。,Agreeableness,親和性,X217
6FPQ,0.74,,-1,Judge people by their appearance.,我以貌取人。,Unpretentiousness,樸實,E69
6FPQ,0.76,,-1,Jump into things without thinking.,我不假思索就投入事情。,Deliberateness,審慎性,E46
6FPQ,0.85,,-1,Keep in the background.,我保持低調。,Extraversion,外向性,"H154, X34"
6FPQ,0.66,,-1,Keep my hair fashionable.,我保持髮型時尚。,Reclusiveness,隱遁性,P416
6FPQ,0.66,,-1,Keep myself well-groomed.,我保持自己的儀容整潔。,Reclusiveness,隱遁性,H314
6FPQ,0.87,,-1,Keep others at a distance.,我與他人保持距離。,Gregariousness,合群性,H704
6FPQ,0.73,,1,Know how to enjoy myself.,我知道如何享受自己。,Humor/Playfulness,幽默/玩樂性,H1185
6FPQ,0.85,,-1,Lack the talent for influencing people.,我缺乏影響他人的才能。,Extraversion,外向性,P346
6FPQ,0.78,,-1,Leave things unfinished.,我把事情留下未完成。,Methodicalness,條理性,H928
6FPQ,0.59,,-1,Let myself be directed by others.,我讓自己被他人指揮。,Self-Sufficiency,自給自足,H1047
6FPQ,0.7,,1,Let myself be used.,我讓自己被利用。,Docility,溫順,H1030
6FPQ,0.73,,1,Let myself go.,我放開自己。,Humor/Playfulness,幽默/玩樂性,H81
6FPQ,0.7,,1,Let other people take the credit for my work.,我讓他人搶走我的工作功勞。,Docility,溫順,P421
6FPQ,0.61,,-1,Let others down.,我讓他人失望。,Conservatism,保守性,H1087
6FPQ,0.7,,1,Let people push me around to help them feel important.,我讓人欺負我以幫助他們感覺重要。,Docility,溫順,P399
6FPQ,0.85,,1,Like having authority over others.,我喜歡對他人擁有權威。,Leadership,領導力,P402
6FPQ,0.8,,1,Like music.,我喜歡音樂。,Culture,文化素養,X81
6FPQ,0.78,,1,Like order.,我喜歡秩序。,Methodicalness,條理性,X118
6FPQ,0.76,,-1,Like to act on a whim.,我喜歡憑一時衝動行事。,Deliberateness,審慎性,E122
6FPQ,0.83,,1,Like to attract attention.,我喜歡吸引注意力。,Exhibitionism,表現慾,H1150
6FPQ,0.66,,1,Like to be alone.,我喜歡獨處。,Reclusiveness,隱遁性,H1092
6FPQ,0.61,,1,Like to follow a regular schedule.,我喜歡遵循固定的時間表。,Conservatism,保守性,H301
6FPQ,0.82,,1,Like to read.,我喜歡閱讀。,Comprehension,理解力,H2027
6FPQ,0.81,,1,Like to solve complex problems.,我喜歡解決複雜的問題。,Resourcefulness,機智,X201
6FPQ,0.81,,1,Like to tidy up.,我喜歡整理。,Orderliness,條理性,"H244, X21"
6FPQ,0.7,,1,Like to visit new places.,我喜歡參觀新地方。,Adventurousness,冒險性,X104
6FPQ,0.66,,1,Live in a world of my own.,我活在自己的世界裡。,Reclusiveness,隱遁性,H659
6FPQ,0.87,,-1,Lose my temper.,我會發脾氣。,Calmness,冷靜,H755
6FPQ,0.73,,1,Love excitement.,我喜歡刺激。,Humor/Playfulness,幽默/玩樂性,"H438, X50"
6FPQ,0.69,,-1,Love to be complimented.,我喜歡被讚美。,Independence,獨立性,P401
6FPQ,0.8,,1,Love to learn new things.,我喜歡學習新事物。,Culture,文化素養,H1265
6FPQ,0.82,,1,Love to read challenging material.,我喜歡閱讀有挑戰性的材料。,Comprehension,理解力,X211
6FPQ,0.78,,-1,Make a mess of things.,我把事情搞得一團糟。,Methodicalness,條理性,H1467
6FPQ,0.59,,1,Make decisions quickly.,我快速做出決定。,Self-Sufficiency,自給自足,H397
6FPQ,0.87,,1,Make friends easily.,我很容易交朋友。,Gregariousness,合群性,H29
6FPQ,0.76,,-1,Make rash decisions.,我做出魯莽的決定。,Deliberateness,審慎性,H853
6FPQ,0.78,,-1,Mess things up.,我把事情搞砸。,Methodicalness,條理性,H896
6FPQ,0.82,,-1,Need a push to get started.,我需要推動才能開始。,Achievement-striving,成就追求,H969
6FPQ,0.59,,-1,Need protection.,我需要保護。,Self-Sufficiency,自給自足,H995
6FPQ,0.69,,-1,Need reassurance.,我需要安慰。,Independence,獨立性,H980
6FPQ,0.69,,-1,Need the approval of others.,我需要他人的認可。,Independence,獨立性,H974
6FPQ,0.81,,1,Need things explained only once.,我只需要解釋一次。,Resourcefulness,機智,H1311
6FPQ,0.87,,-1,Often feel uncomfortable around others.,我經常在他人身邊感到不自在。,Gregariousness,合群性,H909
6FPQ,0.81,,1,Often forget to put things back in their proper place.,我經常忘記把東西放回原處。,Orderliness,條理性,X82
6FPQ,0.59,,-1,Often need help.,我經常需要幫助。,Self-Sufficiency,自給自足,H966
6FPQ,0.61,,-1,Oppose authority.,我反對權威。,Conservatism,保守性,H498
6FPQ,0.78,,1,Pay attention to details.,我注意細節。,Methodicalness,條理性,"H1362, X249"
6FPQ,0.82,,1,Plunge into tasks with all my heart.,我全心投入任務。,Achievement-striving,成就追求,H69
6FPQ,0.66,,1,Prefer to do things by myself.,我喜歡獨自做事。,Reclusiveness,隱遁性,H682
6FPQ,0.8,,-1,Prefer to stick with things that I know.,我喜歡堅持我知道的事物。,Intellectual Openness,智識開放性,X30
6FPQ,0.8,,1,Prefer variety to routine.,我喜歡變化而非常規。,Intellectual Openness,智識開放性,X204
6FPQ,0.67,,-1,Put down others' proposals.,我貶低他人的提議。,Adaptability,適應性,H1082
6FPQ,0.75,,-1,Put little time and effort into my work.,我在工作上投入很少時間和精力。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,X167
6FPQ,0.74,,-1,Put on a show to impress people.,我做秀以給人留下深刻印象。,Unpretentiousness,樸實,P491
6FPQ,0.7,,1,Put up with anything.,我忍受一切。,Docility,溫順,H1033
6FPQ,0.75,,1,Put work above pleasure.,我把工作置於娛樂之上。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H245
6FPQ,0.87,,1,Rarely complain.,我很少抱怨。,Calmness,冷靜,E120
6FPQ,0.87,,1,Rarely get irritated.,我很少被激怒。,Calmness,冷靜,X265
6FPQ,0.8,,-1,Rarely look for a deeper meaning in things.,我很少尋找事物更深層的意義。,Intellectual Openness,智識開放性,E77
6FPQ,0.87,,1,Rarely lose my composure.,我很少失去鎮定。,Calmness,冷靜,E99
6FPQ,0.76,,1,Remain calm under pressure.,我在壓力下保持冷靜。,Deliberateness,審慎性,X79
6FPQ,0.61,,1,Respect authority.,我尊重權威。,Conservatism,保守性,H296
6FPQ,0.76,,-1,Rush into things.,我倉促行事。,Deliberateness,審慎性,"H862, X101"
6FPQ,0.69,,1,Sail my own course.,我走自己的路線。,Independence,獨立性,H404
6FPQ,0.85,,1,See myself as a good leader.,我認為自己是個好領導者。,Leadership,領導力,P439
6FPQ,0.7,,1,Seek adventure.,我尋求冒險。,Adventurousness,冒險性,H446
6FPQ,0.74,,-1,Seek status.,我尋求地位。,Unpretentiousness,樸實,H747
6FPQ,0.69,,-1,Seek support.,我尋求支持。,Independence,獨立性,H961
6FPQ,0.87,,1,Seldom get mad.,我很少生氣。,Calmness,冷靜,X231
6FPQ,0.82,,-1,Shirk my duties.,我逃避職責。,Achievement-striving,成就追求,"H1140, X246"
6FPQ,0.82,,1,Show a mastery of language.,我展現出語言的精通。,Comprehension,理解力,H1284
6FPQ,0.87,,-1,Snap at people.,我對人發脾氣。,Calmness,冷靜,H1085
6FPQ,0.82,,1,Spend a lot of time reading.,我花很多時間閱讀。,Comprehension,理解力,H2039
6FPQ,0.87,,1,Start conversations.,我會開啟對話。,Gregariousness,合群性,H16
6FPQ,0.76,,1,Take care of my own affairs.,我照顧自己的事務。,Deliberateness,審慎性,H412
6FPQ,0.73,,1,Take things as they come.,我順其自然。,Agreeableness,親和性,E144
6FPQ,0.59,,-1,Talk about my worries.,我談論我的擔憂。,Self-Sufficiency,自給自足,H62
6FPQ,0.87,,1,Talk to a lot of different people at parties.,我在派對上和很多不同的人交談。,Gregariousness,合群性,X83
6FPQ,0.73,,1,Tolerate a lot from others.,我容忍他人很多事。,Agreeableness,親和性,H1170
6FPQ,0.8,,-1,Try to avoid complex people.,我試圖避開複雜的人。,Intellectual Openness,智識開放性,E171
6FPQ,0.7,,1,Try to do too difficult things.,我試圖做太困難的事情。,Adventurousness,冒險性,H899
6FPQ,0.73,,1,Try to forgive and forget.,我試圖原諒和忘記。,Agreeableness,親和性,E126
6FPQ,0.74,,-1,Try to impress others.,我試圖給他人留下深刻印象。,Unpretentiousness,樸實,H744
6FPQ,0.85,,1,Try to lead others.,我試圖領導他人。,Leadership,領導力,H524
6FPQ,0.85,,-1,Wait for others to lead the way.,我等待他人帶路。,Leadership,領導力,H976
6FPQ,0.78,,1,Want everything to be just right.,我希望一切都恰到好處。,Methodicalness,條理性,
6FPQ,0.61,,1,Want things to proceed according to plan.,我希望事情按計劃進行。,Conservatism,保守性,H303
6FPQ,0.74,,-1,Want to amount to something special in others' eyes.,我想在他人眼中成為特別的人。,Unpretentiousness,樸實,P436
6FPQ,0.85,,1,Want to be in charge.,我想要掌控。,Leadership,領導力,H793
6FPQ,0.69,,-1,Want to be liked.,我想被人喜歡。,Independence,獨立性,H1057
6FPQ,0.67,,-1,Want to have the last word.,我想要有最後的發言權。,Adaptability,適應性,H507
6FPQ,0.8,,1,Want to increase my knowledge.,我想要增加我的知識。,Intellectual Openness,智識開放性,H1213
6FPQ,0.87,,1,Warm up quickly to others.,我很快就能親近他人。,Gregariousness,合群性,"H52, X1"
6FPQ,0.7,,1,Will agree to anything.,我會同意任何事。,Docility,溫順,H1052
6FPQ,0.7,,-1,Won't take the blame for something that's not my fault.,我不會為不是我的錯承擔責任。,Docility,溫順,P431
6FPQ,0.75,,1,Work hard.,我努力工作。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,"H1206, X44"
6FPQ,0.74,,-1,Worry about what people think of me.,我擔心人們對我的看法。,Unpretentiousness,樸實,P420
6FPQ,0.85,,-1,Would describe my experiences as somewhat dull.,我會形容我的經歷有點沉悶。,Extraversion,外向性,X147
6FPQ,0.7,,1,Would like to live for awhile in a different country.,我想在不同的國家生活一段時間。,Adventurousness,冒險性,X158
6FPQ,0.83,,1,Would make a good actor.,我會是個好演員。,Exhibitionism,表現慾,P444
6FPQ,0.7,,-1,Would never go hang-gliding or bungee-jumping.,我永遠不會去滑翔傘或高空彈跳。,Adventurousness,冒險性,X250
6FPQ,0.83,,-1,Would not be a good comedian.,我不會是個好喜劇演員。,Exhibitionism,表現慾,P485
7FACTOR,0.75,,-1,Act wild and crazy.,行為狂野瘋狂。,Conscientiousness,盡責性,H871
7FACTOR,0.77,,1,Am concerned about others.,我關心他人。,Agreeableness,親和性,"H1100, X31"
7FACTOR,0.86,,1,Am not easily bothered by things.,我不容易被事情困擾。,Emotional Stability,情緒穩定性,X138
7FACTOR,0.66,,-1,Am not highly motivated to succeed.,我沒有強烈的成功動機。,Attractiveness,吸引力,X110
7FACTOR,0.84,,-1,Am not interested in abstract ideas.,我對抽象概念不感興趣。,Intellect,智力,X228
7FACTOR,0.77,,-1,Am not interested in other people's problems.,我對他人的問題不感興趣。,Agreeableness,親和性,X227
7FACTOR,0.86,,-1,Am often down in the dumps.,我經常情緒低落。,Emotional Stability,情緒穩定性,H640
7FACTOR,0.82,,1,Am open about my feelings.,我坦誠表達自己的感受。,Extraversion,外向性,X148
7FACTOR,0.84,,-1,Avoid difficult reading material.,我避免閱讀困難的材料。,Intellect,智力,X109
7FACTOR,0.75,,1,Believe laws should be strictly enforced.,我相信法律應該嚴格執行。,Conscientiousness,盡責性,
7FACTOR,0.66,,1,Believe that I am important.,我相信自己很重要。,Attractiveness,吸引力,H740
7FACTOR,0.75,,-1,Break rules.,我違反規則。,Conscientiousness,盡責性,H1346
7FACTOR,0.84,,1,Carry the conversation to a higher level.,我能將對話提升到更高層次。,Intellect,智力,H1227
7FACTOR,0.72,,1,Change myself to suit others.,我會改變自己以適應他人。,Negative-Valence,負向特質,E147
7FACTOR,0.72,,1,Conform to others' opinions.,我順從他人的意見。,Negative-Valence,負向特質,H1056
7FACTOR,0.72,,1,Copy others.,我模仿他人。,Negative-Valence,負向特質,H1041
7FACTOR,0.72,,1,Demand attention.,我要求注意力。,Negative-Valence,負向特質,H525
7FACTOR,0.75,,-1,Do crazy things.,我做瘋狂的事情。,Conscientiousness,盡責性,H870
7FACTOR,0.75,,1,Do things by the book.,我按規矩做事。,Conscientiousness,盡責性,H250
7FACTOR,0.75,,-1,Do things in a half-way manner.,我以半吊子的方式做事。,Conscientiousness,盡責性,H1413
7FACTOR,0.66,,-1,Don't care about dressing nicely.,我不在意穿著打扮。,Attractiveness,吸引力,E85
7FACTOR,0.66,,-1,Don't like to get dressed up.,我不喜歡打扮。,Attractiveness,吸引力,E53
7FACTOR,0.82,,-1,Don't talk a lot.,我話不多。,Extraversion,外向性,X56
7FACTOR,0.77,,1,Feel others' emotions.,我能感受他人的情緒。,Agreeableness,親和性,E136
7FACTOR,0.77,,-1,Find fault with everything.,我對一切都挑剔。,Agreeableness,親和性,H1067
7FACTOR,0.86,,-1,Get stressed out easily.,我容易感到壓力。,Emotional Stability,情緒穩定性,X107
7FACTOR,0.66,,1,Get things done quickly.,我快速完成事情。,Attractiveness,吸引力,H555
7FACTOR,0.84,,1,Have a rich vocabulary.,我的詞彙量很豐富。,Intellect,智力,"H1276, X245"
7FACTOR,0.77,,1,Have a soft heart.,我有顆柔軟的心。,Agreeableness,親和性,X177
7FACTOR,0.82,,-1,Have difficulty expressing my feelings.,我難以表達自己的感受。,Extraversion,外向性,X97
7FACTOR,0.84,,-1,Have difficulty understanding abstract ideas.,我難以理解抽象概念。,Intellect,智力,X176
7FACTOR,0.84,,1,Have excellent ideas.,我有很好的想法。,Intellect,智力,H1313
7FACTOR,0.82,,-1,Hold back my opinions.,我保留自己的意見。,Extraversion,外向性,H679
7FACTOR,0.77,,-1,Insult people.,我侮辱他人。,Agreeableness,親和性,H1103
7FACTOR,0.72,,1,Interfere in other people's business.,我干涉他人的事務。,Negative-Valence,負向特質,H725
7FACTOR,0.75,,-1,Jump into things without thinking.,我不假思索就投入事情。,Conscientiousness,盡責性,E46
7FACTOR,0.66,,1,Keep improving myself.,我不斷改進自己。,Attractiveness,吸引力,H1273
7FACTOR,0.66,,1,Keep myself well-groomed.,我保持自己的儀容整潔。,Attractiveness,吸引力,H314
7FACTOR,0.66,,-1,Know that I am not a special person.,我知道自己不是特別的人。,Attractiveness,吸引力,X234
7FACTOR,0.75,,1,Like order.,我喜歡秩序。,Conscientiousness,盡責性,X118
7FACTOR,0.66,,1,Like to tidy up.,我喜歡整理。,Attractiveness,吸引力,"H244, X21"
7FACTOR,0.82,,1,Make friends easily.,我很容易交朋友。,Extraversion,外向性,H29
7FACTOR,0.77,,1,Make people feel at ease.,我讓人們感到自在。,Agreeableness,親和性,H107
7FACTOR,0.72,,1,Need the approval of others.,我需要他人的認可。,Negative-Valence,負向特質,H974
7FACTOR,0.82,,1,Never at a loss for words.,我從不詞窮。,Extraversion,外向性,
7FACTOR,0.75,,1,Pay attention to details.,我注意細節。,Conscientiousness,盡責性,"H1362, X249"
7FACTOR,0.66,,-1,Pay no attention to my appearance.,我不注意自己的外表。,Attractiveness,吸引力,H834
